RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,Finish,FinishRound,FinishRoundTime,TotalFightTimeSecs,label
Gleison Tibau,Francisco Trinaldo,-130.0,120.0,76.9231,120.0,2012-10-13,"Rio de Janeiro, Brazil", Brazil,False,Lightweight,MALE,3,0,1,0,21.0,0.8,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Southpaw,175.26,177.8,155,1,0,0,20.125,0.353,0.75,3.75,0.579,3,6,39,0,0,2,4,1,3,0,10,Southpaw,177.8,180.34,155,29,34,1,1,-2,-9,6,-38,0,0,-3,-2.54,-2.54,-5,0.875,-0.75,-3.75,neither,U-DEC,3.0,5:00,900.0,0
Diego Brandao,Joey Gambino,-250.0,230.0,40.0,230.0,2012-10-13,"Rio de Janeiro, Brazil", Brazil,False,Featherweight,MALE,3,1,0,0,5.0,0.33,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,170.18,178.0,145,1,0,0,21.0,0.48,0.5,0.5,0.5,1,1,4,1,0,0,0,0,1,0,1,Orthodox,170.18,172.72,145,25,23,0,0,-1,-1,0,-3,-1,0,-1,0.0,5.28,2,-16.0,-0.5,-0.5,neither,U-DEC,3.0,5:00,900.0,0
Luiz Cane,Chris Camozzi,-145.0,135.0,68.9655,135.0,2012-10-13,"Rio de Janeiro, Brazil", Brazil,False,Middleweight,MALE,3,0,2,0,40.0,0.495,0.5,0.0,0.0,2,2,16,0,0,1,1,0,1,1,4,Orthodox,187.96,193.04,185,1,0,0,25.375,0.391,0.0,0.125,0.125,3,4,11,0,0,0,1,3,0,0,4,Southpaw,187.96,195.58,185,31,25,1,2,-1,0,2,5,0,-2,1,0.0,-2.54,6,14.625,0.5,-0.125,neither,U-DEC,3.0,5:00,900.0,1
Cristiano Marcello,Reza Madadi,135.0,-145.0,135.0,68.9655,2012-10-13,"Rio de Janeiro, Brazil", Brazil,False,Lightweight,MALE,3,0,1,0,1.0,1.0,1.0,3.0,0.42,1,0,2,0,0,0,0,0,1,0,1,Orthodox,180.34,182.88,155,1,0,0,39.0,0.43,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,34,34,1,1,1,1,1,0,0,0,1,5.08,0.0,0,-38.0,1.0,3.0,neither,S-DEC,3.0,5:00,900.0,0
Travis Browne,Antonio Silva,-185.0,170.0,54.0541,170.0,2012-10-05,"Minneapolis, Minnesota, USA", USA,False,Heavyweight,MALE,5,1,0,0,1.0,0.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,193.04,203.2,264,0,3,0,21.4,0.434,0.4,1.4,0.632,3,1,9,0,0,0,1,2,1,0,4,Orthodox,198.12,200.66,255,30,33,-1,-3,-3,-4,0,-8,0,-2,-1,-5.08,2.54,-3,-20.4,-0.4,-1.4,neither,KO/TKO,1.0,3:27,207.0,1
Jake Ellenberger,Jay Hieron,-310.0,280.0,32.2581,280.0,2012-10-05,"Minneapolis, Minnesota, USA", USA,False,Welterweight,MALE,3,2,0,0,7.5,0.465,1.5,4.5,0.375,0,2,4,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,1,0,0,25.625,0.455,0.375,2.0,0.539,6,2,18,0,0,1,1,3,0,1,6,Orthodox,175.26,180.34,170,27,36,-1,0,-6,-6,0,-14,0,-4,0,7.62,10.16,-9,-18.125,1.125,2.5,neither,U-DEC,3.0,5:00,900.0,0
Josh Neer,Justin Edwards,-280.0,255.0,35.7143,255.0,2012-10-05,"Minneapolis, Minnesota, USA", USA,False,Welterweight,MALE,3,1,0,0,37.0,0.483,1.0,3.0,0.167,1,2,9,0,0,0,1,0,0,0,1,Orthodox,177.8,177.8,155,1,0,0,31.5385,0.396,1.0,0.7692,0.224,2,7,29,0,0,0,2,0,3,1,6,Orthodox,180.34,182.88,170,29,29,0,0,-1,-5,5,-20,0,-1,-3,-2.54,-5.08,0,5.4615,0.0,2.2308,neither,SUB,1.0,0:45,45.0,1
Michael Johnson,Danny Castillo,-185.0,170.0,54.0541,170.0,2012-10-05,"Minneapolis, Minnesota, USA", USA,False,Lightweight,MALE,3,0,3,0,36.8,0.548,0.0,3.2,0.472,3,1,13,0,0,1,2,1,0,0,4,Orthodox,175.26,180.34,155,0,2,0,39.2,0.394,0.0,0.4,0.4,2,2,11,1,0,0,2,1,0,0,3,Southpaw,177.8,185.42,145,26,33,0,1,1,1,1,2,-1,0,0,-2.54,-5.08,-7,-2.4,0.0,2.8,neither,KO/TKO,2.0,1:06,366.0,0
Aaron Simpson,Mike Pierce,135.0,-145.0,135.0,68.9655,2012-10-05,"Minneapolis, Minnesota, USA", USA,False,Welterweight,MALE,3,0,1,0,39.4444,0.481,0.3333,2.6667,0.394,3,3,26,0,0,1,3,1,1,0,6,Orthodox,172.72,177.8,170,0,1,0,42.6,0.55,0.3,3.1,0.391,3,3,26,0,0,1,4,2,0,0,7,Orthodox,182.88,185.42,170,38,32,0,0,0,-1,0,0,0,-1,1,-10.16,-7.62,6,-3.1556,0.0333,-0.4333,neither,KO/TKO,2.0,0:29,329.0,1
Marcus LeVesseur,Carlo Prater,-155.0,145.0,64.5161,145.0,2012-10-05,"Minneapolis, Minnesota, USA", USA,False,Lightweight,MALE,3,1,0,0,13.5,0.22,0.5,0.0,0.0,1,1,4,0,0,0,0,0,0,0,1,Switch,180.34,182.88,155,1,0,0,7.0,0.5,1.0,2.0,1.0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,175.26,177.8,155,30,31,0,0,1,1,0,3,0,0,0,5.08,5.08,-1,6.5,-0.5,-2.0,neither,S-DEC,3.0,5:00,900.0,0
Jacob Volkmann,Shane Roller,-170.0,160.0,58.8235,160.0,2012-10-05,"Minneapolis, Minnesota, USA", USA,False,Lightweight,MALE,3,0,1,0,24.8,0.302,0.4,1.0,0.166,1,3,12,0,0,0,1,1,0,0,2,Orthodox,177.8,182.88,155,1,0,0,15.0,0.383,1.625,2.375,0.42,5,3,20,0,0,2,3,0,0,0,5,Southpaw,175.26,180.34,155,32,33,1,1,-4,-3,0,-8,0,1,0,2.54,2.54,-1,9.8,-1.225,-1.375,neither,SUB,1.0,2:38,158.0,0
Bart Palaszewski,Diego Nunes,177.0,-192.0,177.0,52.0833,2012-10-05,"Minneapolis, Minnesota, USA", USA,False,Featherweight,MALE,3,1,0,0,46.75,0.43,0.0,0.5,0.25,1,2,12,0,0,1,1,0,0,0,2,Orthodox,167.64,170.18,145,1,0,0,21.5,0.29,0.5,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,175.26,177.8,145,29,29,0,0,0,1,-1,8,0,-1,0,-7.62,-7.62,0,25.25,-0.5,0.5,neither,U-DEC,3.0,5:00,900.0,1
Stefan Struve,Stipe Miocic,155.0,-165.0,155.0,60.6061,2012-09-29,"Nottingham, England, United Kingdom", United Kingdom,False,Heavyweight,MALE,5,0,3,0,36.0,0.44,0.0,2.0,0.523,3,0,6,0,0,0,1,2,0,0,3,Orthodox,193.04,203.2,240,0,3,0,16.5455,0.435,1.6364,0.2727,0.273,3,3,17,0,1,0,0,3,4,0,8,Orthodox,210.82,213.36,265,24,30,0,0,0,-5,3,-11,0,-1,-4,-17.78,-10.16,-6,19.4545,-1.6364,1.7273,neither,KO/TKO,2.0,3:50,530.0,0
Dan Hardy,Amir Sadollah,-230.0,210.0,43.4783,210.0,2012-09-29,"Nottingham, England, United Kingdom", United Kingdom,False,Welterweight,MALE,3,0,1,0,57.5556,0.418,0.3333,0.5556,0.259,2,3,22,1,0,1,3,1,1,0,6,Orthodox,177.8,187.96,170,0,1,0,26.5556,0.336,0.3333,0.3333,0.194,4,4,23,1,0,2,1,2,0,0,5,Orthodox,182.88,187.96,170,30,32,0,0,-2,1,1,-1,0,-1,1,-5.08,0.0,-2,31.0,0.0,0.2222,neither,U-DEC,3.0,5:00,900.0,0
Brad Pickett,Yves Jabouin,-156.0,146.0,64.1026,146.0,2012-09-29,"Nottingham, England, United Kingdom", United Kingdom,False,Bantamweight,MALE,3,0,3,0,34.0,0.415,0.0,1.0,0.165,3,1,10,0,0,2,1,0,0,0,3,Orthodox,170.18,172.72,135,0,1,0,23.0,0.35,0.5,2.0,0.4,1,1,3,0,0,0,0,0,1,0,1,Orthodox,167.64,172.72,135,34,33,0,2,2,2,0,7,0,0,-1,2.54,0.0,1,11.0,-0.5,-1.0,neither,KO/TKO,1.0,3:40,220.0,0
Paul Sass,Matt Wiman,-110.0,110.0,90.9091,110.0,2012-09-29,"Nottingham, England, United Kingdom", United Kingdom,False,Lightweight,MALE,3,0,1,0,36.1667,0.489,1.3333,2.0,0.478,4,4,28,0,0,0,4,2,2,0,8,Orthodox,177.8,172.72,155,0,3,0,1.6667,0.29,3.0,0.0,0.0,3,0,3,0,0,0,0,0,3,0,3,Orthodox,182.88,185.42,155,24,29,0,-2,1,5,-4,25,0,2,-1,-5.08,-12.7,-5,34.5,-1.6667,2.0,neither,SUB,1.0,3:48,228.0,1
John Hathaway,John Maguire,-255.0,235.0,39.2157,235.0,2012-09-29,"Nottingham, England, United Kingdom", United Kingdom,False,Welterweight,MALE,3,0,2,0,16.5,0.78,1.5,4.5,0.83,2,0,5,0,0,0,1,0,1,0,2,Southpaw,175.26,175.26,155,0,2,0,48.8571,0.429,1.0,2.7143,0.389,4,1,19,0,0,1,4,1,0,0,6,Orthodox,185.42,190.5,170,25,29,0,0,-2,-4,1,-14,0,-1,1,-10.16,-15.24,-4,-32.3571,0.5,1.7857,neither,U-DEC,3.0,5:00,900.0,0
Che Mills,Duane Ludwig,-230.0,210.0,43.4783,210.0,2012-09-29,"Nottingham, England, United Kingdom", United Kingdom,False,Welterweight,MALE,3,2,0,0,38.125,0.46,0.0,0.125,0.063,2,4,14,0,0,1,2,1,0,0,4,Orthodox,177.8,177.8,170,1,0,0,8.5,0.475,0.0,0.0,0.0,1,1,3,0,0,0,0,1,0,0,1,Orthodox,185.42,193.04,170,30,34,-1,0,1,3,-3,11,0,0,0,-7.62,-15.24,-4,29.625,0.0,0.125,neither,KO/TKO,1.0,2:28,148.0,0
Jason Young,Robert Peralta,-115.0,105.0,86.9565,105.0,2012-09-29,"Nottingham, England, United Kingdom", United Kingdom,False,Featherweight,MALE,3,1,0,0,59.5,0.485,0.0,0.5,0.5,1,1,6,0,0,0,1,0,0,0,1,Orthodox,172.72,180.34,145,0,1,0,44.3333,0.377,0.0,2.0,0.44,1,2,9,0,0,0,1,0,0,0,1,Orthodox,175.26,185.42,145,26,26,-1,-1,0,0,1,-3,0,0,0,-2.54,-5.08,0,15.1667,0.0,-1.5,neither,KO/TKO,1.0,0:23,23.0,1
Jon Jones,Vitor Belfort,-840.0,660.0,11.9048,660.0,2012-09-22,"Toronto, Ontario, Canada", Canada,True,Light Heavyweight,MALE,5,0,2,0,9.8,0.516,0.4667,0.4,0.183,3,5,21,4,0,0,0,7,2,1,10,Southpaw,182.88,187.96,185,0,7,0,42.4545,0.552,0.6364,2.0,0.645,7,1,27,4,0,0,3,3,4,0,10,Orthodox,193.04,213.36,205,25,35,0,-5,-4,0,-4,-6,0,5,-2,-10.16,-25.4,-10,-32.6545,-0.1697,-1.6,neither,SUB,4.0,0:54,954.0,0
Joseph Benavidez,Demetrious Johnson,-245.0,225.0,40.8163,225.0,2012-09-22,"Toronto, Ontario, Canada", Canada,True,Flyweight,MALE,5,0,1,0,55.8,0.474,0.0,3.6,0.414,2,2,17,1,0,0,3,0,0,0,3,Orthodox,160.02,167.64,125,0,3,0,44.0,0.403,0.3333,2.0,0.163,3,0,8,0,0,0,2,1,0,0,3,Southpaw,162.56,165.1,125,28,26,0,-2,-1,0,-2,9,1,-1,0,-2.54,2.54,2,11.8,-0.3333,1.6,neither,S-DEC,5.0,5:00,1500.0,1
Michael Bisping,Brian Stann,-200.0,185.0,50.0,185.0,2012-09-22,"Toronto, Ontario, Canada", Canada,False,Middleweight,MALE,3,0,1,0,25.8889,0.427,0.3333,0.0,0.0,3,3,19,0,0,0,2,3,1,0,6,Orthodox,185.42,187.96,205,1,0,0,48.5,0.416,0.3125,1.375,0.399,4,4,37,1,0,1,3,8,0,0,12,Orthodox,185.42,190.5,185,33,31,1,1,-1,-6,1,-18,-1,-5,1,0.0,-2.54,2,-22.6111,0.0208,-1.375,neither,U-DEC,3.0,5:00,900.0,0
Cub Swanson,Charles Oliveira,215.0,-235.0,215.0,42.5532,2012-09-22,"Toronto, Ontario, Canada", Canada,False,Featherweight,MALE,3,0,2,0,18.8571,0.523,1.2857,0.7143,0.317,2,3,11,0,0,0,0,0,4,0,4,Orthodox,177.8,187.96,155,0,2,0,35.0,0.49,0.3333,1.0,0.667,2,1,6,0,0,0,0,2,0,0,2,Orthodox,172.72,177.8,145,28,22,0,0,0,2,-2,5,0,-2,4,5.08,10.16,6,-16.1429,0.9524,-0.2857,neither,KO/TKO,1.0,2:40,160.0,0
Igor Pokrajac,Vinny Magalhaes,-155.0,145.0,64.5161,145.0,2012-09-22,"Toronto, Ontario, Canada", Canada,False,Light Heavyweight,MALE,3,2,0,0,19.0,0.21,0.0,1.0,0.33,0,2,4,1,0,0,0,0,0,0,0,Orthodox,190.5,200.66,205,0,3,0,22.4286,0.479,0.1429,0.8571,0.273,3,3,15,0,0,0,1,2,1,0,4,Orthodox,182.88,193.04,205,33,28,-2,-3,-3,-4,1,-11,1,-2,-1,7.62,7.62,5,-3.4286,-0.1429,0.1429,neither,SUB,2.0,1:14,374.0,1
TJ Grant,Evan Dunham,115.0,-125.0,115.0,80.0,2012-09-22,"Toronto, Ontario, Canada", Canada,False,Lightweight,MALE,3,0,2,0,44.75,0.388,1.5,1.25,0.426,4,2,19,0,0,2,1,1,1,1,6,Southpaw,177.8,177.8,155,0,2,0,33.25,0.506,0.625,1.75,0.42,2,3,22,0,0,1,2,1,1,0,5,Orthodox,177.8,182.88,155,28,30,0,0,2,1,1,-3,0,1,0,0.0,-5.08,-2,11.5,0.875,-0.5,neither,U-DEC,3.0,5:00,900.0,0
Sean Pierson,Lance Benoist,200.0,-220.0,200.0,45.4545,2012-09-22,"Toronto, Ontario, Canada", Canada,False,Welterweight,MALE,3,1,0,0,37.0,0.565,0.0,2.0,0.375,1,1,6,0,0,0,1,0,0,0,1,Southpaw,180.34,185.42,170,0,1,0,47.0,0.32,0.5,0.5,0.208,1,2,10,0,0,0,2,0,0,0,2,Southpaw,182.88,193.04,170,36,24,-1,-1,0,-1,1,-4,0,0,0,-2.54,-7.62,12,-10.0,-0.5,1.5,neither,U-DEC,3.0,5:00,900.0,0
Jimy Hettes,Marcus Brimage,-400.0,355.0,25.0,355.0,2012-09-22,"Toronto, Ontario, Canada", Canada,False,Featherweight,MALE,3,0,2,0,56.0,0.305,0.0,0.5,0.5,2,0,6,0,0,1,1,0,0,0,2,Southpaw,162.56,180.34,135,0,2,0,41.5,0.49,2.0,8.0,0.55,2,0,5,0,0,0,1,0,1,0,2,Southpaw,175.26,180.34,145,25,27,0,0,0,0,0,1,0,0,-1,-12.7,0.0,-2,14.5,-2.0,-7.5,neither,U-DEC,3.0,5:00,900.0,1
Seth Baczynski,Simeon Thoresen,-115.0,105.0,86.9565,105.0,2012-09-22,"Toronto, Ontario, Canada", Canada,False,Welterweight,MALE,3,0,1,0,37.0,0.55,3.0,1.0,0.25,1,0,2,0,0,0,0,0,1,0,1,Orthodox,185.42,200.66,170,0,3,0,26.25,0.393,1.25,0.5,0.1,3,1,10,0,0,1,0,0,2,0,3,Orthodox,190.5,187.96,170,30,28,0,-2,-2,-2,1,-8,0,0,-1,-5.08,12.7,2,10.75,1.75,0.5,neither,KO/TKO,1.0,4:10,250.0,0
Mitch Gagnon,Walel Watson,164.0,-174.0,164.0,57.4713,2012-09-22,"Toronto, Ontario, Canada", Canada,False,Bantamweight,MALE,3,2,0,0,22.3333,0.31,1.0,0.0,0.0,1,2,7,0,0,0,0,1,0,0,1,Orthodox,180.34,175.26,135,1,0,0,27.0,0.41,0.0,1.0,0.2,0,1,3,0,0,0,0,0,0,0,0,Southpaw,165.1,165.1,135,27,28,-1,0,1,1,-1,4,0,1,0,15.24,10.16,-1,-4.6667,1.0,-1.0,neither,SUB,1.0,1:09,69.0,0
Kyle Noke,Charlie Brenneman,195.0,-215.0,195.0,46.5116,2012-09-22,"Toronto, Ontario, Canada", Canada,False,Welterweight,MALE,3,1,0,0,15.2857,0.531,0.0,2.7143,0.37,2,3,16,0,0,0,4,0,0,0,4,Orthodox,177.8,182.88,155,2,0,0,25.4,0.62,0.8,1.6,0.5,3,2,9,0,0,0,0,1,2,0,3,Southpaw,185.42,193.04,170,32,31,1,0,-1,1,-1,7,0,-1,-2,-7.62,-10.16,1,-10.1143,-0.8,1.1143,neither,KO/TKO,1.0,0:45,45.0,0
Benson Henderson,Frankie Edgar,-185.0,170.0,54.0541,170.0,2012-08-11,"Denver, Colorado, USA", USA,True,Lightweight,MALE,5,1,0,0,58.4167,0.429,0.3333,3.3333,0.293,5,3,42,5,0,0,6,2,1,0,9,Orthodox,167.64,172.72,145,0,4,0,62.0,0.423,1.25,3.25,0.758,4,0,14,1,0,0,4,0,0,0,4,Southpaw,175.26,177.8,170,28,30,-1,-4,1,5,-3,28,4,2,1,-7.62,-5.08,-2,-3.5833,-0.9167,0.0833,neither,S-DEC,5.0,5:00,1500.0,0
Donald Cerrone,Melvin Guillard,-335.0,305.0,29.8507,305.0,2012-08-11,"Denver, Colorado, USA", USA,False,Lightweight,MALE,3,0,1,0,18.2941,0.412,0.0588,0.8235,0.368,5,6,28,0,0,2,2,6,0,1,11,Orthodox,175.26,172.72,155,0,1,0,57.5,0.492,0.3333,0.6667,0.18,4,1,13,0,0,0,2,1,2,0,5,Orthodox,185.42,185.42,155,29,29,0,0,1,6,-5,15,0,6,-2,-10.16,-12.7,0,-39.2059,-0.2745,0.1569,neither,KO/TKO,1.0,1:16,76.0,0
Yushin Okami,Buddy Roberts,-660.0,540.0,15.1515,540.0,2012-08-11,"Denver, Colorado, USA", USA,False,Middleweight,MALE,3,0,1,0,35.0,0.31,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,187.96,193.0,185,2,0,0,28.8571,0.397,0.5714,1.4286,0.4,4,4,39,1,0,1,5,3,0,1,10,Southpaw,187.96,190.5,170,31,29,2,1,-3,-9,4,-36,-1,-4,0,0.0,2.5,2,6.1429,-0.5714,-1.4286,neither,KO/TKO,2.0,3:05,485.0,0
Justin Lawrence,Max Holloway,150.0,-160.0,150.0,62.5,2012-08-11,"Denver, Colorado, USA", USA,False,Featherweight,MALE,3,0,1,0,64.5,0.39,0.0,0.0,0.0,1,1,4,0,0,0,1,0,0,0,1,Orthodox,180.34,175.26,155,0,1,0,54.0,0.34,0.0,1.0,0.33,1,0,3,0,0,0,0,1,0,0,1,Orthodox,172.72,170.18,145,22,20,0,0,0,0,-1,1,0,-1,0,7.62,5.08,2,10.5,0.0,-1.0,neither,KO/TKO,2.0,4:49,589.0,1
Dennis Bermudez,Tommy Hayden,-315.0,285.0,31.746,285.0,2012-08-11,"Denver, Colorado, USA", USA,False,Featherweight,MALE,3,1,0,0,7.0,0.33,0.0,2.0,0.66,0,1,1,0,0,0,0,0,0,0,0,Southpaw,175.26,182.88,145,0,1,0,35.0,0.42,0.5,4.5,0.94,1,1,4,1,0,0,1,0,0,0,1,Orthodox,167.64,167.64,155,25,26,-1,-1,-1,-1,0,-3,-1,0,0,7.62,15.24,-1,-28.0,-0.5,-2.5,neither,SUB,1.0,4:43,283.0,0
Jared Hamman,Michael Kuiper,145.0,-155.0,145.0,64.5161,2012-08-11,"Denver, Colorado, USA", USA,False,Middleweight,MALE,3,1,0,0,30.0,0.48,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,185,1,0,0,43.2,0.402,0.0,0.4,0.2,1,3,10,0,0,0,1,1,0,0,2,Orthodox,190.5,190.5,185,30,23,0,0,-1,-2,2,-7,0,-1,0,-7.62,-5.08,7,-13.2,0.0,-0.4,neither,KO/TKO,2.0,2:16,436.0,1
Ken Stone,Erik Perez,155.0,-165.0,155.0,60.6061,2012-08-11,"Denver, Colorado, USA", USA,False,Bantamweight,MALE,3,0,1,0,18.0,0.69,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,172.72,172.72,135,0,2,0,29.3333,0.507,0.3333,0.6667,0.333,2,1,5,0,0,1,0,0,1,0,2,Orthodox,172.72,180.34,135,29,22,0,-1,-1,-1,1,-4,0,0,0,0.0,-7.62,7,-11.3333,0.6667,-0.6667,neither,KO/TKO,1.0,0:17,17.0,1
Nik Lentz,Eiji Mitsuoka,-500.0,435.0,20.0,435.0,2012-08-11,"Denver, Colorado, USA", USA,False,Featherweight,MALE,3,1,0,0,32.0,0.48,1.0,1.0,0.25,0,1,2,0,0,0,0,0,0,0,0,Southpaw,170.18,173.0,145,3,0,0,39.4444,0.488,1.7778,3.0,0.31,4,4,25,0,0,1,3,0,1,0,5,Orthodox,172.72,172.72,155,27,36,2,0,-4,-5,3,-23,0,0,-1,-2.54,0.28,-9,-7.4444,-0.7778,-2.0,neither,KO/TKO,1.0,3:45,225.0,0
Mauricio Rua,Brandon Vera,-400.0,355.0,25.0,355.0,2012-08-04,"Los Angeles, California, USA", USA,False,Light Heavyweight,MALE,5,0,1,0,28.2143,0.561,0.0714,0.5,0.321,4,6,30,0,0,0,3,4,1,0,8,Orthodox,190.5,193.04,230,1,0,0,41.375,0.514,0.375,1.375,0.176,2,4,22,3,0,0,0,4,0,0,4,Orthodox,185.42,193.04,205,30,34,1,1,2,4,-2,8,-3,0,1,5.08,0.0,-4,-13.1607,-0.3036,-0.875,neither,KO/TKO,4.0,4:09,1149.0,0
Lyoto Machida,Ryan Bader,-275.0,250.0,36.3636,250.0,2012-08-04,"Los Angeles, California, USA", USA,False,Light Heavyweight,MALE,3,0,2,0,25.7778,0.374,0.2222,2.2222,0.282,5,2,20,1,0,0,4,3,0,0,7,Orthodox,187.96,187.96,205,1,0,0,34.8333,0.568,0.6667,1.0,0.388,8,3,30,4,0,0,5,3,1,0,9,Southpaw,185.42,187.96,185,34,29,1,2,-3,-2,1,-10,-3,0,-1,2.54,0.0,5,-9.0556,-0.4444,1.2222,neither,KO/TKO,2.0,1:32,392.0,0
Joe Lauzon,Jamie Varner,-115.0,105.0,86.9565,105.0,2012-08-04,"Los Angeles, California, USA", USA,False,Lightweight,MALE,3,0,2,0,15.0,0.42,0.6667,4.0,0.867,2,1,5,0,0,0,0,1,1,0,2,Orthodox,172.72,182.88,155,1,0,0,11.0,0.436,1.6667,1.3333,0.443,3,4,19,0,0,0,0,2,6,0,8,Orthodox,177.8,180.34,155,28,27,1,2,-1,-6,3,-14,0,-1,-5,-5.08,2.54,1,4.0,-1.0,2.6667,neither,SUB,3.0,2:44,764.0,0
Mike Swick,DaMarques Johnson,-220.0,200.0,45.4545,200.0,2012-08-04,"Los Angeles, California, USA", USA,False,Welterweight,MALE,3,1,0,0,14.5,0.424,0.375,0.375,0.188,2,4,13,1,0,0,0,2,2,0,4,Orthodox,185.42,190.5,170,2,0,0,20.0,0.449,0.4167,0.5833,0.285,5,3,24,0,1,0,2,4,2,0,9,Orthodox,185.42,195.58,170,33,30,1,0,-3,-5,-1,-11,1,-2,0,0.0,-5.08,3,-5.5,-0.0417,-0.2083,neither,KO/TKO,2.0,1:20,380.0,0
Cole Miller,Nam Phan,-140.0,130.0,71.4286,130.0,2012-08-04,"Los Angeles, California, USA", USA,False,Featherweight,MALE,3,1,0,0,82.5,0.41,0.25,0.25,0.25,1,3,12,0,0,0,1,0,0,0,1,Orthodox,167.64,177.8,135,1,0,0,23.0,0.326,1.8182,0.3636,0.132,2,4,22,0,0,0,1,1,5,0,7,Orthodox,185.42,187.96,145,28,29,0,0,-1,-6,1,-10,0,-1,-5,-17.78,-10.16,-1,59.5,-1.5682,-0.1136,neither,S-DEC,3.0,5:00,900.0,1
Josh Grispi,Rani Yahya,-200.0,185.0,50.0,185.0,2012-08-04,"Los Angeles, California, USA", USA,False,Featherweight,MALE,3,1,0,0,27.5,0.425,1.0,1.5,0.135,1,1,6,0,0,0,1,0,0,0,1,Orthodox,167.64,170.18,135,2,0,0,13.5,0.38,1.0,3.0,0.51,0,2,6,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,145,23,27,1,0,1,1,1,0,0,0,0,-12.7,-17.78,-4,14.0,0.0,-1.5,neither,SUB,1.0,3:15,195.0,1
Philip De Fries,Oli Thompson,-210.0,190.0,47.619,190.0,2012-08-04,"Los Angeles, California, USA", USA,False,Heavyweight,MALE,3,1,0,0,29.0,0.46,1.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,242,1,0,0,10.5,0.49,0.0,1.5,0.3,1,1,4,0,0,0,1,0,0,0,1,Orthodox,195.58,208.28,250,26,32,0,0,-1,-1,0,-2,0,0,0,-10.16,-17.78,-6,18.5,1.0,-1.5,neither,SUB,2.0,4:16,556.0,0
Manvel Gamburyan,Michihiro Omigawa,-190.0,175.0,52.6316,175.0,2012-08-04,"Los Angeles, California, USA", USA,False,Featherweight,MALE,3,1,0,0,29.3333,0.403,1.3333,1.3333,0.442,1,5,18,0,0,0,1,0,0,0,1,Orthodox,167.64,172.72,145,4,0,0,14.1429,0.4,0.5714,1.1429,0.179,2,5,14,1,0,0,0,0,2,0,2,Orthodox,165.1,170.18,135,31,36,3,0,-1,-1,0,4,-1,0,-2,2.54,2.54,-5,15.1905,0.7619,0.1905,neither,U-DEC,3.0,5:00,900.0,0
Urijah Faber,Renan Barao,150.0,-160.0,150.0,62.5,2012-07-21,"Calgary, Alberta, Canada", Canada,True,Bantamweight,MALE,5,0,3,0,62.3333,0.41,0.3333,2.0,0.283,3,0,7,0,0,0,2,0,1,0,3,Orthodox,167.64,177.8,135,0,1,0,45.0,0.44,0.3333,1.3333,0.46,1,1,10,1,0,0,1,0,1,0,2,Orthodox,167.64,170.18,135,33,25,0,2,2,1,1,-3,-1,0,0,0.0,7.62,8,17.3333,0.0,0.6667,neither,U-DEC,5.0,5:00,1500.0,1
